REPORT_NUMBER,PREDICTED_MODE_RAW,confidence,primary_cause,cause_other_detail,infrastructure_type,speed_contributing,speed_contributing_detail,SOURCE_FILE,MODE
24021911,E-scooter,0.8,insufficient_information,,crosswalk,unclear,No speed of either party mentioned in narrative.,multilabel_ebike_cause,E-Scooter
24305306,E-bike,0.95,driver_failed_to_yield_turning,,sidewalk,yes,"The driver stated that the cyclist was 'riding an electric bicycle at a high rate of speed', which suggests the bicyclist's speed may have contributed to the crash or its severity, and this was on a sidewalk.",multilabel_ebike_cause,E-Bike
24130569,Other,0.75,driver_failed_to_yield_turning,,sidewalk,yes,"Bicyclist was operating his motorized bicycle in a careless manner, implying excessive speed, and was riding on the sidewalk",multilabel_ebike_cause,Other
24078512,E-bike,0.95,driver_failed_to_yield_turning,,travel_lane,unclear,No speed of either party mentioned in narrative.,multilabel_ebike_cause,E-Bike
24227318,E-bike,0.95,driver_failed_to_yield_turning,,crosswalk,no,No speed of either party mentioned in narrative.,multilabel_ebike_cause,E-Bike
24148635,E-bike,0.95,non_motorist_failed_to_yield_entering_roadway,,crosswalk,unclear,No speed of either party mentioned in narrative.,multilabel_ebike_cause,E-Bike
24001663,E-scooter,0.9,driver_ran_stop_sign_or_red_light,,crosswalk,no,No speed of either party mentioned in narrative.,multilabel_ebike_cause,E-Scooter
24764661,E-scooter,0.95,non_motorist_failed_to_yield_entering_roadway,,driveway_or_parking_lot,yes,"P1 stated that she couldn't stop due to her scooter's speed, implying that the scooter's speed was a contributing factor to the crash.",multilabel_ebike_cause,E-Scooter
24422613,Other,0.75,driver_failed_to_yield_turning,,sidewalk,unclear,No speed of either party mentioned in narrative.,multilabel_ebike_cause,Other
24579650,E-scooter,0.95,insufficient_information,,unknown,unclear,No speed of either party mentioned in narrative.,multilabel_ebike_cause,E-Scooter
24635561,E-scooter,0.9,non_motorist_failed_to_yield_entering_roadway,,crosswalk,unclear,No speed of either party mentioned in narrative as a contributing factor.,multilabel_ebike_cause,E-Scooter
24473420,E-bike,0.95,driver_failed_to_yield_turning,,sidewalk,no,No speed of either party mentioned in narrative.,multilabel_ebike_cause,E-Bike
24222186,E-scooter,0.95,driver_failed_to_yield_turning,,bike_lane,unclear,No speed of either party mentioned in narrative.,multilabel_ebike_cause,E-Scooter
24228072,Bicyclist,0.95,driver_failed_to_yield_turning,,crosswalk,no,No speed of either party mentioned in narrative.,multilabel_ebike_cause,Bicycle
24858560,E-scooter,0.95,driver_failed_to_yield_turning,,sidewalk,no,No speed of either party mentioned in narrative.,multilabel_ebike_cause,E-Scooter
24267313,E-scooter,0.95,non_motorist_failed_to_yield_entering_roadway,,crosswalk,unclear,No speed of either party mentioned in narrative.,multilabel_ebike_cause,E-Scooter
24590401,E-scooter,0.95,driver_ran_stop_sign_or_red_light,,crosswalk,unclear,No speed of either party mentioned in narrative.,multilabel_ebike_cause,E-Scooter
24335608,E-scooter,0.95,non_motorist_failed_to_yield_entering_roadway,,travel_lane,unclear,No speed of either party mentioned in narrative.,multilabel_ebike_cause,E-Scooter
24763481,Other,0.95,driver_failed_to_yield_turning,,travel_lane,unclear,No speed of either party mentioned in narrative.,multilabel_ebike_cause,Other
24469517,Other,0.75,driver_failed_to_yield_turning,,travel_lane,no,No speed of either party mentioned in narrative.,multilabel_ebike_cause,Other
24453356,Bicyclist,0.95,obstructed_sightline,,sidewalk,unclear,No speed of either party mentioned in narrative.,multilabel_ebike_cause,Bicycle
24840411,Other,0.75,insufficient_information,,crosswalk,unclear,No speed of either party mentioned in narrative.,multilabel_ebike_cause,Other
24583236,E-bike,0.9,insufficient_information,,travel_lane,unclear,No speed of either party mentioned in narrative.,multilabel_ebike_cause,E-Bike
24623388,E-scooter,0.95,driver_failed_to_yield_turning,,crosswalk,unclear,No speed of either party mentioned in narrative.,multilabel_ebike_cause,E-Scooter
24346103,E-scooter,0.95,driver_ran_stop_sign_or_red_light,,crosswalk,unclear,No speed of either party mentioned in narrative.,multilabel_ebike_cause,E-Scooter
24474376,Other,0.75,non_motorist_ran_stop_sign_or_signal,,crosswalk,no,No speed of either party mentioned in narrative.,multilabel_ebike_cause,Other
24243172,Other,0.95,driver_failed_to_yield_turning,,sidewalk,no,No speed of either party mentioned in narrative.,multilabel_ebike_cause,Other
24306053,E-bike,0.95,non_motorist_failed_to_yield_entering_roadway,,crosswalk,no,"P1 was going approximately 10mph, which is not indicated as excessive for the conditions.",multilabel_ebike_cause,E-Bike
24169087,Other,0.75,hit_and_run,,driveway_or_parking_lot,unclear,No speed of either party mentioned in narrative.,multilabel_ebike_cause,Other
24539024,E-scooter,0.95,driver_failed_to_yield_turning,,crosswalk,no,No speed of either party mentioned in narrative as a contributing factor.,multilabel_ebike_cause,E-Scooter
24474995,E-scooter,0.95,non_motorist_ran_stop_sign_or_signal,,crosswalk,unclear,No speed of either party mentioned in narrative.,multilabel_ebike_cause,E-Scooter
24250561,E-scooter,0.95,insufficient_information,,crosswalk,unclear,No speed of either party mentioned in narrative.,multilabel_ebike_cause,E-Scooter
24043332,E-scooter,0.95,driver_failed_to_yield_turning,,crosswalk,no,No speed of either party mentioned in narrative as a contributing factor.,multilabel_ebike_cause,E-Scooter
24716576,E-bike,0.95,insufficient_information,,sidewalk,unclear,No speed of either party mentioned in narrative.,multilabel_ebike_cause,E-Bike
24583098,E-scooter,0.95,driver_failed_to_yield_turning,,crosswalk,unclear,No speed of either party mentioned in narrative.,multilabel_ebike_cause,E-Scooter
24228629,E-scooter,0.95,non_motorist_ran_stop_sign_or_signal,,crosswalk,unclear,No speed of either party mentioned in narrative.,multilabel_ebike_cause,E-Scooter
24624940,Other,0.75,obstructed_sightline,,driveway_or_parking_lot,unclear,No speed of either party mentioned in narrative.,multilabel_ebike_cause,Other
24205158,E-scooter,0.95,driver_failed_to_yield_turning,,crosswalk,no,No speed of either party mentioned in narrative as a contributing factor.,multilabel_ebike_cause,E-Scooter
24501249,Bicyclist,0.95,insufficient_information,,unknown,unclear,No speed of either party mentioned in narrative.,multilabel_ebike_cause,Bicycle
24816951,E-scooter,0.95,driver_failed_to_yield_turning,,crosswalk,no,No speed of either party mentioned in narrative.,multilabel_ebike_cause,E-Scooter
24228095,E-scooter,0.95,non_motorist_ran_stop_sign_or_signal,,crosswalk,unclear,No speed of either party mentioned in narrative.,multilabel_ebike_cause,E-Scooter
24605933,Bicyclist,0.95,driver_failed_to_yield_turning,,crosswalk,no,No speed of either party mentioned in narrative as a contributing factor.,multilabel_ebike_cause,Bicycle
24540551,Bicyclist,0.95,driver_failed_to_yield_turning,,sidewalk,no,No speed of either party mentioned in narrative.,multilabel_ebike_cause,Bicycle
24282388,E-bike,0.95,driver_failed_to_yield_turning,,sidewalk,unclear,No speed of either party mentioned in narrative.,multilabel_ebike_cause,E-Bike
24422586,E-bike,0.95,mechanical_failure,,travel_lane,unclear,No speed of either party mentioned in narrative.,multilabel_ebike_cause,E-Bike
24801264,Bicyclist,0.95,non_motorist_failed_to_yield_entering_roadway,,crosswalk,unclear,No speed of either party mentioned in narrative.,multilabel_ebike_cause,Bicycle
24490049,Bicyclist,0.95,driver_failed_to_yield_turning,,crosswalk,no,No speed of either party mentioned in narrative as a contributing factor.,multilabel_ebike_cause,Bicycle
24871706,E-bike,0.95,obstructed_sightline,,sidewalk,unclear,No speed of either party mentioned in narrative.,multilabel_ebike_cause,E-Bike
24651324,E-bike,0.95,non_motorist_failed_to_yield_entering_roadway,,sidewalk,yes,"Witness stated NM1 was 'going faster than a bicycle' on the sidewalk, indicating speed was a factor, specifically related to sidewalk riding speed.",multilabel_ebike_cause,E-Bike
24221302,E-bike,0.95,wrong_way_riding,,travel_lane,no,No speed of either party mentioned in narrative.,multilabel_ebike_cause,E-Bike
24265002,Other,0.75,driver_failed_to_yield_turning,,crosswalk,no,No speed of either party mentioned in narrative.,multilabel_ebike_cause,Other
24224001,E-scooter,0.95,driver_failed_to_yield_turning,,crosswalk,no,No speed of either party mentioned in narrative.,multilabel_ebike_cause,E-Scooter
24442945,E-scooter,0.95,low_visibility_no_lights,,crosswalk,unclear,No speed of either party mentioned in narrative.,multilabel_ebike_cause,E-Scooter
24854334,E-bike,0.95,driver_failed_to_yield_turning,,crosswalk,no,"No indication that speed was a factor, Helman was 'coasting' at approximately 10-11 mph.",multilabel_ebike_cause,E-Bike
24762240,E-bike,0.95,obstructed_sightline,,sidewalk,unclear,No speed of either party mentioned in narrative.,multilabel_ebike_cause,E-Bike
24826952,Other,0.75,driver_failed_to_yield_turning,,sidewalk,no,No speed of either party mentioned in narrative.,multilabel_ebike_cause,Other
24638630,E-scooter,0.95,driver_failed_to_yield_turning,,bike_lane,unclear,"No speed of either party mentioned in narrative as a contributing factor, except Non-Motorist #1 was 'accelerating' when hit.",multilabel_ebike_cause,E-Scooter
24616190,E-scooter,0.9,insufficient_information,,crosswalk,unclear,No speed of either party mentioned in narrative.,multilabel_ebike_cause,E-Scooter
24108187,E-bike,0.95,non_motorist_failed_to_yield_entering_roadway,,sidewalk,yes,"D01 stated P01 came into her peripheral 'at a high rate of speed' while riding on the sidewalk, and W01 also observed P01 'moving at a high rate of speed on the sidewalk north bound', specifically noting he 'failed to slow down or yield' - this speed concern relates to sidewalk riding",multilabel_ebike_cause,E-Bike
24581608,E-scooter,0.95,low_visibility_no_lights,,travel_lane,no,No speed of either party mentioned in narrative.,multilabel_ebike_cause,E-Scooter
24863724,E-scooter,0.95,driver_failed_to_yield_turning,,sidewalk,no,No speed of either party mentioned in narrative.,multilabel_ebike_cause,E-Scooter
24588054,Other,0.75,driver_failed_to_yield_turning,,sidewalk,no,No speed of either party mentioned in narrative.,multilabel_ebike_cause,Other
24431439,E-bike,0.95,driver_failed_to_yield_turning,,travel_lane,no,"Nathan stated he believes his speed to be approximately 13-14 mph on the bicycle, which is not explicitly stated as too fast for conditions.",multilabel_ebike_cause,E-Bike
24736761,E-scooter,0.95,non_motorist_failed_to_yield_entering_roadway,,crosswalk,unclear,No speed of either party mentioned in narrative.,multilabel_ebike_cause,E-Scooter
24280973,E-bike,0.95,driver_failed_to_yield_turning,,sidewalk,no,No speed of either party mentioned in narrative.,multilabel_ebike_cause,E-Bike
24472960,E-bike,0.95,driver_ran_stop_sign_or_red_light,,crosswalk,unclear,No speed of either party mentioned in narrative.,multilabel_ebike_cause,E-Bike
24544794,Other,0.7,driver_failed_to_yield_turning,,driveway_or_parking_lot,unclear,No speed of either party mentioned in narrative.,multilabel_ebike_cause,Other
24212341,Other,0.75,insufficient_information,,unknown,unclear,No speed of either party mentioned in narrative.,multilabel_ebike_cause,Other
24714097,E-scooter,0.95,driver_failed_to_yield_turning,,crosswalk,no,No speed of either party mentioned in narrative as contributing to the crash.,multilabel_ebike_cause,E-Scooter
24219735,E-bike,0.95,driver_failed_to_yield_turning,,travel_lane,unclear,No speed of either party mentioned in narrative.,multilabel_ebike_cause,E-Bike
24352284,E-scooter,0.95,distraction_inattention,,travel_lane,unclear,No speed of either party mentioned in narrative.,multilabel_ebike_cause,E-Scooter
24141951,Bicyclist,0.95,driver_failed_to_yield_turning,,crosswalk,no,No speed of either party mentioned in narrative as a contributing factor.,multilabel_ebike_cause,Bicycle
24042789,Bicyclist,0.95,driver_failed_to_yield_turning,,sidewalk,no,No speed of either party mentioned in narrative.,multilabel_ebike_cause,Bicycle
24785273,E-scooter,0.95,hit_and_run,,travel_lane,unclear,No speed of either party mentioned in narrative.,multilabel_ebike_cause,E-Scooter
24410916,E-scooter,0.95,driver_failed_to_yield_turning,,sidewalk,unclear,"No speed of either party mentioned in narrative as a contributing factor, except Person #2 indicated he was not traveling very fast.",multilabel_ebike_cause,E-Scooter
24045947,E-bike,0.95,non_motorist_ran_stop_sign_or_signal,,multi_use_path,no,No speed of either party mentioned in narrative as a contributing factor.,multilabel_ebike_cause,E-Bike
24327462,Other,0.75,non_motorist_failed_to_yield_entering_roadway,,crosswalk,no,No speed of either party mentioned in narrative.,multilabel_ebike_cause,Other
24457949,Other,0.75,driver_failed_to_yield_turning,,sidewalk,no,"No speed of either party mentioned in narrative as contributing to the crash, though D1's speed was approximately ten miles per hour.",multilabel_ebike_cause,Other
24585224,Other,0.75,non_motorist_failed_to_yield_entering_roadway,,crosswalk,no,"No speed of either party mentioned in narrative as contributing to the crash, though V1's speed was approximately 10mph.",multilabel_ebike_cause,Other
24273655,E-bike,0.95,driver_failed_to_yield_turning,,travel_lane,no,No speed of either party mentioned in narrative.,multilabel_ebike_cause,E-Bike
24815391,E-scooter,0.95,driver_ran_stop_sign_or_red_light,,bike_lane,no,No speed of either party mentioned in narrative.,multilabel_ebike_cause,E-Scooter
24736407,E-bike,0.95,non_motorist_ran_stop_sign_or_signal,,travel_lane,unclear,No speed of either party mentioned in narrative.,multilabel_ebike_cause,E-Bike
24238095,E-bike,0.95,driver_failed_to_yield_turning,,crosswalk,no,No speed of either party mentioned in narrative.,multilabel_ebike_cause,E-Bike
24755655,E-scooter,0.95,non_motorist_failed_to_yield_entering_roadway,,crosswalk,unclear,No speed of either party mentioned in narrative.,multilabel_ebike_cause,E-Scooter
24758527,E-bike,0.95,non_motorist_failed_to_yield_entering_roadway,,driveway_or_parking_lot,unclear,No speed of either party mentioned in narrative.,multilabel_ebike_cause,E-Bike
24509297,E-scooter,0.95,non_motorist_failed_to_yield_entering_roadway,,sidewalk,unclear,No speed of either party mentioned in narrative.,multilabel_ebike_cause,E-Scooter
24406195,E-bike,0.95,non_motorist_failed_to_yield_entering_roadway,,crosswalk,yes,"NonM 'accelerated rapidly through the intersection', indicating speed may have contributed to the crash or its severity, and this rapid acceleration occurred as NonM was entering the roadway from the crosswalk.",multilabel_ebike_cause,E-Bike
24647129,E-bike,0.95,driver_failed_to_yield_turning,,crosswalk,no,No speed of either party mentioned in narrative.,multilabel_ebike_cause,E-Bike
24390867,E-scooter,0.95,non_motorist_failed_to_yield_entering_roadway,,sidewalk,unclear,No speed of either party mentioned in narrative.,multilabel_ebike_cause,E-Scooter
24182998,E-bike,0.95,wrong_way_riding,,sidewalk,unclear,No speed of either party mentioned in narrative.,multilabel_ebike_cause,E-Bike
24553440,Other,0.95,driver_failed_to_yield_turning,,crosswalk,no,"No speed of the non-motorist was mentioned, but the vehicle's speed was estimated at approximately 5 mph, described as causing no damage.",multilabel_ebike_cause,Other
24032745,E-scooter,0.95,driver_failed_to_yield_turning,,crosswalk,unclear,No speed of either party mentioned in narrative.,multilabel_ebike_cause,E-Scooter
24720308,E-bike,0.95,non_motorist_failed_to_yield_entering_roadway,,sidewalk,yes,"The non-motorist was riding at 21 MPH on the sidewalk, which is a notable speed for sidewalk riding.",multilabel_ebike_cause,E-Bike
24666771,Bicyclist,0.95,rear_end_following_too_close,,travel_lane,unclear,"No speed of the non-motorist mentioned in narrative. Driver #1 stated she was traveling about 25MPH, but Witness #1 disputed this, stating Vehicle #1 was traveling faster than that.",multilabel_ebike_cause,Bicycle
24579052,E-scooter,0.95,non_motorist_ran_stop_sign_or_signal,,travel_lane,no,No speed of either party mentioned in narrative.,multilabel_ebike_cause,E-Scooter
24648941,Bicyclist,0.95,driver_failed_to_yield_turning,,crosswalk,no,No speed of either party mentioned in narrative.,multilabel_ebike_cause,Bicycle
24512161,E-scooter,0.95,non_motorist_failed_to_yield_entering_roadway,,driveway_or_parking_lot,no,No speed of either party mentioned in narrative.,multilabel_ebike_cause,E-Scooter
24580550,Other,0.75,non_motorist_failed_to_yield_entering_roadway,,crosswalk,unclear,No speed of either party mentioned in narrative.,multilabel_ebike_cause,Other
24468338,Other,0.75,non_motorist_failed_to_yield_entering_roadway,,driveway_or_parking_lot,no,No speed of either party mentioned in narrative.,multilabel_ebike_cause,Other
24311292,E-bike,0.95,driver_failed_to_yield_turning,,crosswalk,no,No speed of either party mentioned in narrative as a contributing factor.,multilabel_ebike_cause,E-Bike
24027297,E-bike,0.95,non_motorist_failed_to_yield_entering_roadway,,crosswalk,yes,"W1 reported B1 entering the roadway on his e-bike 'at what appeared to be a fast rate of speed', which suggests speed was a contributing factor, particularly as he was entering the roadway from a parking lot/sidewalk area",multilabel_ebike_cause,E-Bike
24391168,E-scooter,0.95,hit_and_run,,unknown,unclear,No speed of either party mentioned in narrative.,multilabel_ebike_cause,E-Scooter
24233274,Bicyclist,0.95,driver_failed_to_yield_turning,,travel_lane,no,No speed of either party mentioned in narrative.,multilabel_ebike_cause,Bicycle
24844521,Other,0.75,driver_failed_to_yield_turning,,crosswalk,no,No speed of either party mentioned in narrative.,multilabel_ebike_cause,Other
24557246,E-bike,0.95,driver_failed_to_yield_turning,,crosswalk,no,No speed of either party mentioned in narrative.,multilabel_ebike_cause,E-Bike
24196586,E-bike,0.95,non_motorist_failed_to_yield_entering_roadway,,crosswalk,unclear,No speed of either party mentioned in narrative.,multilabel_ebike_cause,E-Bike
24286342,Bicyclist,0.95,non_motorist_ran_stop_sign_or_signal,,travel_lane,unclear,No speed of either party mentioned in narrative.,multilabel_ebike_cause,Bicycle
24338673,E-scooter,0.95,driver_failed_to_yield_turning,,crosswalk,unclear,No speed of either party mentioned in narrative.,multilabel_ebike_cause,E-Scooter
24587365,E-bike,0.95,non_motorist_failed_to_yield_entering_roadway,,driveway_or_parking_lot,unclear,"No speed of the bicyclist or vehicle mentioned in narrative as contributing to the crash, except that the bicyclist was 'traveling southbound on the alley at an unknown rate of speed' and 'did not come to a stop' before darting onto E Euclid Ave.",multilabel_ebike_cause,E-Bike
24159920,E-scooter,0.95,wrong_way_riding,,bike_lane,no,No speed of either party mentioned in narrative.,multilabel_ebike_cause,E-Scooter
24573917,E-scooter,0.95,driver_failed_to_yield_turning,,travel_lane,unclear,No speed of either party mentioned in narrative.,multilabel_ebike_cause,E-Scooter
24698400,E-scooter,0.95,driver_failed_to_yield_turning,,driveway_or_parking_lot,no,No speed of either party mentioned in narrative.,multilabel_ebike_cause,E-Scooter
24227151,E-scooter,0.95,insufficient_information,,crosswalk,unclear,No speed of either party mentioned in narrative.,multilabel_ebike_cause,E-Scooter
24318794,E-scooter,0.95,non_motorist_failed_to_yield_entering_roadway,,driveway_or_parking_lot,unclear,No speed of either party mentioned in narrative.,multilabel_ebike_cause,E-Scooter
24227278,Other,0.95,driver_failed_to_yield_turning,,crosswalk,unclear,No speed of either party mentioned in narrative.,multilabel_ebike_cause,Other
24564976,E-scooter,0.95,non_motorist_ran_stop_sign_or_signal,,travel_lane,no,No speed of either party mentioned in narrative.,multilabel_ebike_cause,E-Scooter
24543064,E-scooter,0.95,non_motorist_failed_to_yield_entering_roadway,,sidewalk,unclear,No speed of either party mentioned in narrative.,multilabel_ebike_cause,E-Scooter
24453451,Other,0.75,driver_ran_stop_sign_or_red_light,,travel_lane,unclear,No speed of either party mentioned in narrative.,multilabel_ebike_cause,Other
24465013,E-bike,0.95,non_motorist_ran_stop_sign_or_signal,,travel_lane,unclear,No speed of either party mentioned in narrative.,multilabel_ebike_cause,E-Bike
24647358,Other,0.95,non_motorist_failed_to_yield_entering_roadway,,sidewalk,no,"No speed of the non-motorist is mentioned as excessive, and the driver of Vehicle 1 stated she was driving no more than 15 MPH.",multilabel_ebike_cause,Other
24440542,E-scooter,0.95,low_visibility_no_lights,,travel_lane,unclear,No speed of either party mentioned in narrative.,multilabel_ebike_cause,E-Scooter
24633440,Other,0.75,driver_failed_to_yield_turning,,crosswalk,no,No speed of either party mentioned in narrative.,multilabel_ebike_cause,Other
24164785,E-scooter,0.95,non_motorist_failed_to_yield_entering_roadway,,sidewalk,yes,"PED1 was riding at a 'high rate of speed' on the sidewalk before darting into the path of V1, which contributed to the crash severity and is a specific concern for sidewalk riding speed",multilabel_ebike_cause,E-Scooter
24844571,E-scooter,0.95,driver_failed_to_yield_turning,,crosswalk,unclear,No speed of either party mentioned in narrative.,multilabel_ebike_cause,E-Scooter
24473800,Other,0.75,driver_ran_stop_sign_or_red_light,,bike_lane,no,No speed of either party mentioned in narrative.,multilabel_ebike_cause,Other
24651330,E-bike,0.95,non_motorist_failed_to_yield_entering_roadway,,sidewalk,unclear,No speed of either party mentioned in narrative.,multilabel_ebike_cause,E-Bike
24005857,Other,0.75,insufficient_information,,travel_lane,unclear,No speed of either party mentioned in narrative.,multilabel_ebike_cause,Other
24589962,Other,0.75,obstructed_sightline,,crosswalk,unclear,No speed of either party mentioned in narrative.,multilabel_ebike_cause,Other
24809321,E-bike,0.95,non_motorist_failed_to_yield_entering_roadway,,sidewalk,yes,"The bicyclist was traveling at a 'high rate of speed' and 'did not brake at all' when contact with Vehicle 1 was made, according to witness Mr. Smith. Additionally, the passenger of Vehicle 1 described the bicyclist as heading toward them 'fast' from the right-hand side.",multilabel_ebike_cause,E-Bike
24791149,E-bike,0.95,insufficient_information,,sidewalk,unclear,No speed of either party mentioned in narrative.,multilabel_ebike_cause,E-Bike
24851334,E-bike,0.95,driver_failed_to_yield_turning,,bike_lane,no,No speed of either party mentioned in narrative.,multilabel_ebike_cause,E-Bike
24115865,E-scooter,0.95,non_motorist_failed_to_yield_entering_roadway,,sidewalk,unclear,No speed of either party mentioned in narrative.,multilabel_ebike_cause,E-Scooter
24317420,E-bike,0.95,wrong_way_riding,,sidewalk,unclear,No speed of either party mentioned in narrative.,multilabel_ebike_cause,E-Bike
24798892,E-scooter,0.95,driver_failed_to_yield_turning,,travel_lane,no,No speed of either party mentioned in narrative.,multilabel_ebike_cause,E-Scooter
24741571,E-bike,0.95,hit_and_run,,travel_lane,unclear,No speed of either party mentioned in narrative as contributing to the crash.,multilabel_ebike_cause,E-Bike
24124200,E-bike,0.95,driver_failed_to_yield_turning,,travel_lane,no,No speed of either party mentioned in narrative as contributing to the crash.,multilabel_ebike_cause,E-Bike
24800584,Bicyclist,0.95,driver_failed_to_yield_turning,,driveway_or_parking_lot,unclear,No speed of either party mentioned in narrative.,multilabel_ebike_cause,Bicycle
24362706,Bicyclist,0.95,driver_failed_to_yield_turning,,crosswalk,no,No speed of either party mentioned in narrative.,multilabel_ebike_cause,Bicycle
24884638,Other,0.75,driver_failed_to_yield_turning,,travel_lane,unclear,No speed of either party mentioned in narrative.,multilabel_ebike_cause,Other
24432312,E-bike,0.95,non_motorist_ran_stop_sign_or_signal,,travel_lane,unclear,No speed of either party mentioned in narrative.,multilabel_ebike_cause,E-Bike
24006133,E-bike,0.95,non_motorist_failed_to_yield_entering_roadway,,crosswalk,unclear,No speed of either party mentioned in narrative.,multilabel_ebike_cause,E-Bike
24024203,E-bike,0.95,driver_failed_to_yield_turning,,crosswalk,no,No speed of either party mentioned in narrative.,multilabel_ebike_cause,E-Bike
24808983,E-bike,0.95,non_motorist_failed_to_yield_entering_roadway,,crosswalk,no,"No speed of either party mentioned in narrative as contributing to the crash, except that the vehicle struck the bicyclist 'at a low rate of speed'.",multilabel_ebike_cause,E-Bike
24329611,Other,0.75,driver_failed_to_yield_turning,,sidewalk,no,No speed of either party mentioned in narrative.,multilabel_ebike_cause,Other
24844905,E-scooter,0.95,driver_failed_to_yield_turning,,sidewalk,no,No speed of either party mentioned in narrative.,multilabel_ebike_cause,E-Scooter
24293653,E-bike,0.95,other,bicyclist lost control of bicycle,travel_lane,unclear,No speed of either party mentioned in narrative.,multilabel_ebike_cause,E-Bike
24764936,E-bike,0.95,driver_failed_to_yield_turning,,crosswalk,unclear,No speed of either party mentioned in narrative as a contributing factor.,multilabel_ebike_cause,E-Bike
24301829,E-scooter,0.95,driver_failed_to_yield_turning,,crosswalk,no,"No speed of either party mentioned in narrative as a contributing factor, collision occurred at a low speed.",multilabel_ebike_cause,E-Scooter
24310966,E-scooter,0.95,driver_failed_to_yield_turning,,bike_lane,no,No speed of either party mentioned in narrative.,multilabel_ebike_cause,E-Scooter
24385652,Other,0.95,non_motorist_failed_to_yield_entering_roadway,,crosswalk,unclear,No speed of either party mentioned in narrative.,multilabel_ebike_cause,Other
24474791,E-scooter,0.95,hit_and_run,,travel_lane,unclear,No speed of either party mentioned in narrative.,multilabel_ebike_cause,E-Scooter
24214348,Other,0.75,distraction_inattention,,travel_lane,unclear,No speed of either party mentioned in narrative.,multilabel_ebike_cause,Other
24221875,E-scooter,0.95,non_motorist_failed_to_yield_entering_roadway,,driveway_or_parking_lot,no,"No speed of either party mentioned in narrative as contributing to the crash, except VEH#1 was moving at 'extremely slow speed'.",multilabel_ebike_cause,E-Scooter
24588722,E-bike,0.95,non_motorist_failed_to_yield_entering_roadway,,sidewalk,unclear,No speed of either party mentioned in narrative.,multilabel_ebike_cause,E-Bike
24872445,E-bike,0.95,non_motorist_failed_to_yield_entering_roadway,,multi_use_path,no,No speed of either party mentioned in narrative.,multilabel_ebike_cause,E-Bike
24010530,E-scooter,0.95,driver_failed_to_yield_turning,,bike_lane,unclear,No speed of either party mentioned in narrative.,multilabel_ebike_cause,E-Scooter
24226329,Bicyclist,0.95,dooring,,travel_lane,unclear,No speed of either party mentioned in narrative.,multilabel_ebike_cause,Bicycle
24636112,Other,0.8,non_motorist_failed_to_yield_entering_roadway,,crosswalk,no,No speed of either party mentioned in narrative as contributing to the crash.,multilabel_ebike_cause,Other
24009522,E-bike,0.95,driver_ran_stop_sign_or_red_light,,sidewalk,unclear,No speed of either party mentioned in narrative.,multilabel_ebike_cause,E-Bike
24426060,Other,0.75,low_visibility_no_lights,,bike_lane,unclear,No speed of either party mentioned in narrative.,multilabel_ebike_cause,Other
24825672,Other,0.75,driver_ran_stop_sign_or_red_light,,crosswalk,unclear,No speed of either party mentioned in narrative.,multilabel_ebike_cause,Other
24171250,E-scooter,0.95,obstructed_sightline,,driveway_or_parking_lot,no,Narrative states both parties 'was traveling slowly' and speed was not a factor in the crash.,multilabel_ebike_cause,E-Scooter
24596468,E-bike,0.95,non_motorist_failed_to_yield_entering_roadway,,travel_lane,unclear,No speed of either party mentioned in narrative.,multilabel_ebike_cause,E-Bike
24876953,E-bike,0.95,rear_end_following_too_close,,shoulder,unclear,No speed of either party mentioned in narrative.,multilabel_ebike_cause,E-Bike
24470956,E-bike,0.95,wrong_way_riding,,travel_lane,unclear,No speed of either party mentioned in narrative as a contributing factor.,multilabel_ebike_cause,E-Bike
24678066,E-bike,0.95,non_motorist_ran_stop_sign_or_signal,,crosswalk,unclear,No speed of either party mentioned in narrative.,multilabel_ebike_cause,E-Bike
24859154,E-scooter,0.9,driver_ran_stop_sign_or_red_light,,crosswalk,no,No speed of either party mentioned in narrative.,multilabel_ebike_cause,E-Scooter
24812282,E-scooter,0.95,non_motorist_ran_stop_sign_or_signal,,crosswalk,no,"No speed of either party mentioned in narrative as contributing to the crash, except Vehicle One's speed was calculated to be between 38-39MPH, which is close to the posted speed limit of 40MPH.",multilabel_ebike_cause,E-Scooter
24574666,E-scooter,0.95,wrong_way_riding,,bike_lane,unclear,No speed of either party mentioned in narrative.,multilabel_ebike_cause,E-Scooter
24582251,Other,0.75,driver_failed_to_yield_turning,,crosswalk,unclear,No speed of either party mentioned in narrative.,multilabel_ebike_cause,Other
24330843,Other,0.7,non_motorist_failed_to_yield_entering_roadway,,crosswalk,no,No speed of either party mentioned in narrative.,multilabel_ebike_cause,Other
24472399,E-bike,0.95,driver_failed_to_yield_turning,,travel_lane,yes,"Pedestrian was 'approaching at a fast speed' on the roadway, which contributed to the crash severity.",multilabel_ebike_cause,E-Bike
24584261,E-bike,0.95,non_motorist_failed_to_yield_entering_roadway,,sidewalk,unclear,No speed of either party mentioned in narrative.,multilabel_ebike_cause,E-Bike
24024055,E-bike,0.95,driver_failed_to_yield_turning,,bike_lane,no,No speed of either party mentioned in narrative as a contributing factor.,multilabel_ebike_cause,E-Bike
24295508,E-bike,0.95,driver_failed_to_yield_turning,,bike_lane,no,No speed of either party mentioned in narrative.,multilabel_ebike_cause,E-Bike
